loss,mae,val_loss,val_mae,learning_rate
0.5617567896842957,0.39770618081092834,0.7709509134292603,0.5232554078102112,9.999999747378752e-06
0.5994833111763,0.4186486303806305,0.7695196270942688,0.5226348638534546,9.999999747378752e-06
0.5763853788375854,0.40203604102134705,0.7691841125488281,0.522526204586029,9.999999747378752e-06
0.5640830993652344,0.3933780789375305,0.7697213888168335,0.5233681797981262,9.999999747378752e-06
0.5851622819900513,0.40201330184936523,0.7659786939620972,0.5223624110221863,9.999999747378752e-06
0.5639410614967346,0.39090508222579956,0.7623375058174133,0.5212258100509644,9.999999747378752e-06
0.585010290145874,0.41476932168006897,0.7605887651443481,0.5195292830467224,9.999999747378752e-06
0.5789884328842163,0.41613373160362244,0.7593192458152771,0.5180890560150146,9.999999747378752e-06
0.5533139705657959,0.3906882107257843,0.7593754529953003,0.5178056359291077,9.999999747378752e-06
0.5829069018363953,0.4090231955051422,0.761565625667572,0.519499659538269,9.999999747378752e-06
0.5627436637878418,0.39019492268562317,0.7640925645828247,0.5214620232582092,9.999999747378752e-06
0.5793702602386475,0.3964868485927582,0.7661104798316956,0.5231494903564453,9.999999747378752e-06
0.5514732599258423,0.3869766891002655,0.7684818506240845,0.5237205028533936,9.999999747378752e-06
0.5645462274551392,0.3936088979244232,0.7691046595573425,0.5233065485954285,9.999999747378752e-06
0.5711209774017334,0.3954460918903351,0.7697370648384094,0.5229922533035278,9.999999747378752e-06
0.5419059991836548,0.38488778471946716,0.771034836769104,0.5231896638870239,9.999999747378752e-06
0.5571017861366272,0.3940027952194214,0.77251136302948,0.5237173438072205,9.999999747378752e-06
0.5529849529266357,0.3984789252281189,0.7726061344146729,0.5251001715660095,9.999999747378752e-06
0.5457447171211243,0.3790702819824219,0.7725391983985901,0.5255444645881653,9.999999747378752e-06
0.5524694323539734,0.3828311860561371,0.7727201581001282,0.525962233543396,9.999999747378752e-06
0.5480120778083801,0.38582223653793335,0.7736804485321045,0.5259570479393005,9.999999747378752e-06
0.5680704116821289,0.39550870656967163,0.7723930478096008,0.5257743000984192,9.999999747378752e-06
0.5172813534736633,0.3596704304218292,0.7680557370185852,0.5237220525741577,9.999999747378752e-06
0.5318849086761475,0.36619827151298523,0.7685350179672241,0.5234497785568237,9.999999747378752e-06
0.5446879267692566,0.37802213430404663,0.7692877650260925,0.5247426629066467,9.999999747378752e-06
0.5678985118865967,0.39402493834495544,0.771605908870697,0.5265473127365112,9.999999747378752e-06
0.5423568487167358,0.3801347613334656,0.7715476751327515,0.5262688994407654,9.999999747378752e-06
0.5634589195251465,0.396992564201355,0.7763243913650513,0.5272544622421265,9.999999747378752e-06
